YEAR,HOSPITAL,Procedure/Condition,Risk Adjuested Mortality Rate,Risk Adjuested Mortality Rate,Hospital Ratings
2023,Stanford Health Care Tri-Valley,AMI,6.4,6.4,As Expected
2023,Stanford Health Care Tri-Valley,Acute Stroke,6.9,6.9,As Expected
2023,Stanford Health Care Tri-Valley,Carotid Endarterectomy,0,0,As Expected
2023,Stanford Health Care Tri-Valley,GI Hemorrhage,1.9,1.9,As Expected
2023,Stanford Health Care Tri-Valley,Heart Failure,1.7,1.7,As Expected
2023,Stanford Health Care Tri-Valley,Hip Fracture,0,0,As Expected
2023,Stanford Health Care Tri-Valley,PCI,4.6,4.6,As Expected
2023,Stanford Health Care Tri-Valley,Pneumonia,3.5,3.5,Better
2023,STATEWIDE,AMI,5.5,5.5,None
2023,STATEWIDE,Acute Stroke,8,8,None
2023,STATEWIDE,Carotid Endarterectomy,0.8,0.8,None
2023,STATEWIDE,GI Hemorrhage,2.8,2.8,None
2023,STATEWIDE,Heart Failure,2.7,2.7,None
2023,STATEWIDE,Hip Fracture,1.7,1.7,None
2023,STATEWIDE,PCI,4,4,None
2023,STATEWIDE,Pancreatic Resection,2.4,2.4,None
2023,STATEWIDE,Pneumonia,6.2,6.2,None
2023,Sutter Amador Hospital,AMI,0,0,As Expected
2023,Sutter Amador Hospital,Acute Stroke,12.6,12.6,As Expected
2023,Sutter Amador Hospital,GI Hemorrhage,1.8,1.8,As Expected
2023,Sutter Amador Hospital,Heart Failure,0,0,As Expected
2023,Sutter Amador Hospital,Hip Fracture,1.9,1.9,As Expected
2023,Sutter Amador Hospital,Pneumonia,2.9,2.9,As Expected
2023,Sutter Auburn Faith Hospital,AMI,3.8,3.8,As Expected
2023,Sutter Auburn Faith Hospital,Acute Stroke,11.4,11.4,As Expected
2023,Sutter Auburn Faith Hospital,Carotid Endarterectomy,0,0,As Expected
2023,Sutter Auburn Faith Hospital,GI Hemorrhage,0,0,As Expected
2023,Sutter Auburn Faith Hospital,Heart Failure,3.7,3.7,As Expected
2023,Sutter Auburn Faith Hospital,Hip Fracture,0,0,As Expected
2023,Sutter Auburn Faith Hospital,Pneumonia,5.9,5.9,As Expected
2023,Sutter Coast Hospital,AMI,0,0,As Expected
2023,Sutter Coast Hospital,GI Hemorrhage,0,0,As Expected
2023,Sutter Coast Hospital,Heart Failure,1.2,1.2,As Expected
2023,Sutter Coast Hospital,Hip Fracture,2,2,As Expected
2023,Sutter Coast Hospital,Pneumonia,6.9,6.9,As Expected
2023,Sutter Coast Hospital,Acute Stroke,22.7,22.7,Worse
2023,Sutter Davis Hospital,AMI,0,0,As Expected
2023,Sutter Davis Hospital,GI Hemorrhage,1.3,1.3,As Expected
2023,Sutter Davis Hospital,Heart Failure,1,1,As Expected
2023,Sutter Davis Hospital,Hip Fracture,0,0,As Expected
2023,Sutter Davis Hospital,Pneumonia,1.5,1.5,As Expected
2023,Sutter Davis Hospital,Acute Stroke,0,0,Better
2023,Sutter Delta Medical Center,AMI,4.9,4.9,As Expected
2023,Sutter Delta Medical Center,Acute Stroke,5,5,As Expected
2023,Sutter Delta Medical Center,GI Hemorrhage,2.5,2.5,As Expected
2023,Sutter Delta Medical Center,Heart Failure,1.9,1.9,As Expected
2023,Sutter Delta Medical Center,Hip Fracture,0,0,As Expected
2023,Sutter Delta Medical Center,PCI,4,4,As Expected
2023,Sutter Delta Medical Center,Pneumonia,4.7,4.7,As Expected
2023,Sutter Lakeside Hospital,Acute Stroke,0,0,As Expected
2023,Sutter Lakeside Hospital,GI Hemorrhage,0,0,As Expected
2023,Sutter Lakeside Hospital,Heart Failure,3.3,3.3,As Expected
2023,Sutter Lakeside Hospital,Hip Fracture,0,0,As Expected
2023,Sutter Lakeside Hospital,Pneumonia,0,0,Better
2023,Sutter Medical Center – Sacramento,AMI,5.6,5.6,As Expected
2023,Sutter Medical Center – Sacramento,Acute Stroke,8.6,8.6,As Expected
2023,Sutter Medical Center – Sacramento,Carotid Endarterectomy,0,0,As Expected
2023,Sutter Medical Center – Sacramento,GI Hemorrhage,2.3,2.3,As Expected
2023,Sutter Medical Center – Sacramento,Heart Failure,2.3,2.3,As Expected
2023,Sutter Medical Center – Sacramento,Hip Fracture,3.7,3.7,As Expected
2023,Sutter Medical Center – Sacramento,PCI,4.4,4.4,As Expected
2023,Sutter Medical Center – Sacramento,Pancreatic Resection,0,0,As Expected
2023,Sutter Medical Center – Sacramento,Pneumonia,3.8,3.8,Better
2023,Sutter Roseville Medical Center,AMI,3.7,3.7,As Expected
2023,Sutter Roseville Medical Center,Acute Stroke,7,7,As Expected
2023,Sutter Roseville Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Sutter Roseville Medical Center,GI Hemorrhage,3.3,3.3,As Expected
2023,Sutter Roseville Medical Center,Heart Failure,1.9,1.9,As Expected
2023,Sutter Roseville Medical Center,Hip Fracture,0.8,0.8,As Expected
2023,Sutter Roseville Medical Center,PCI,3.8,3.8,As Expected
2023,Sutter Roseville Medical Center,Pneumonia,5.1,5.1,As Expected
2023,Sutter Santa Rosa Regional Hospital,AMI,3.4,3.4,As Expected
2023,Sutter Santa Rosa Regional Hospital,Acute Stroke,9.2,9.2,As Expected
2023,Sutter Santa Rosa Regional Hospital,GI Hemorrhage,1.9,1.9,As Expected
2023,Sutter Santa Rosa Regional Hospital,Heart Failure,1.8,1.8,As Expected
2023,Sutter Santa Rosa Regional Hospital,Hip Fracture,0,0,As Expected
2023,Sutter Santa Rosa Regional Hospital,PCI,1.7,1.7,As Expected
2023,Sutter Santa Rosa Regional Hospital,Pneumonia,6.2,6.2,As Expected
2023,Sutter Solano Medical Center,AMI,0,0,As Expected
2023,Sutter Solano Medical Center,Acute Stroke,9.5,9.5,As Expected
2023,Sutter Solano Medical Center,GI Hemorrhage,0,0,As Expected
2023,Sutter Solano Medical Center,Heart Failure,0.6,0.6,As Expected
2023,Sutter Solano Medical Center,Hip Fracture,0,0,As Expected
2023,Sutter Solano Medical Center,Pneumonia,4.3,4.3,As Expected
2023,Sutter Tracy Community Hospital,AMI,0,0,As Expected
2023,Sutter Tracy Community Hospital,Acute Stroke,6.2,6.2,As Expected
2023,Sutter Tracy Community Hospital,GI Hemorrhage,0,0,As Expected
2023,Sutter Tracy Community Hospital,Heart Failure,3,3,As Expected
2023,Sutter Tracy Community Hospital,Hip Fracture,0,0,As Expected
2023,Sutter Tracy Community Hospital,Pneumonia,5.9,5.9,As Expected
2023,Tahoe Forest Hospital,GI Hemorrhage,0,0,As Expected
2023,Tahoe Forest Hospital,Heart Failure,0,0,As Expected
2023,Tahoe Forest Hospital,Hip Fracture,4.5,4.5,As Expected
2023,Tahoe Forest Hospital,Pneumonia,5.9,5.9,As Expected
2023,Temecula Valley Hospital,Acute Stroke,7.7,7.7,As Expected
2023,Temecula Valley Hospital,Carotid Endarterectomy,0,0,As Expected
2023,Temecula Valley Hospital,GI Hemorrhage,2.7,2.7,As Expected
2023,Temecula Valley Hospital,Heart Failure,3.4,3.4,As Expected
2023,Temecula Valley Hospital,Hip Fracture,0.9,0.9,As Expected
2023,Temecula Valley Hospital,Pneumonia,6.6,6.6,As Expected
2023,Temecula Valley Hospital,AMI,7.5,7.5,Worse
2023,Temecula Valley Hospital,PCI,6.1,6.1,Worse
2023,Torrance Memorial Medical Center,AMI,4.5,4.5,As Expected
2023,Torrance Memorial Medical Center,Acute Stroke,9.8,9.8,As Expected
2023,Torrance Memorial Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Torrance Memorial Medical Center,GI Hemorrhage,2.6,2.6,As Expected
2023,Torrance Memorial Medical Center,Heart Failure,2,2,As Expected
2023,Torrance Memorial Medical Center,Hip Fracture,2,2,As Expected
2023,Torrance Memorial Medical Center,PCI,2.5,2.5,As Expected
2023,Torrance Memorial Medical Center,Pancreatic Resection,4.6,4.6,As Expected
2023,Torrance Memorial Medical Center,Pneumonia,6.7,6.7,As Expected
2023,Tri-City Medical Center,AMI,7.6,7.6,As Expected
2023,Tri-City Medical Center,Acute Stroke,11,11,As Expected
2023,Tri-City Medical Center,Carotid Endarterectomy,7.4,7.4,As Expected
2023,Tri-City Medical Center,GI Hemorrhage,3.7,3.7,As Expected
2023,Tri-City Medical Center,Heart Failure,3.5,3.5,As Expected
2023,Tri-City Medical Center,Hip Fracture,3,3,As Expected
2023,Tri-City Medical Center,PCI,1.6,1.6,As Expected
2023,Tri-City Medical Center,Pneumonia,9.4,9.4,Worse
2023,Trinity Hospital,Acute Stroke,0,0,As Expected
2023,Trinity Hospital,Heart Failure,13.5,13.5,As Expected
2023,Trinity Hospital,Pneumonia,19.8,19.8,As Expected
2023,UC Davis Medical Center,AMI,3.1,3.1,As Expected
2023,UC Davis Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,UC Davis Medical Center,GI Hemorrhage,1.8,1.8,As Expected
2023,UC Davis Medical Center,Heart Failure,1.9,1.9,As Expected
2023,UC Davis Medical Center,Hip Fracture,1,1,As Expected
2023,UC Davis Medical Center,PCI,2.8,2.8,As Expected
2023,UC Davis Medical Center,Pancreatic Resection,6.9,6.9,As Expected
2023,UC Davis Medical Center,Acute Stroke,4.4,4.4,Better
2023,UC Davis Medical Center,Pneumonia,4,4,Better
2023,UC Irvine Health – Fountain Valley,AMI,6.6,6.6,As Expected
2023,UC Irvine Health – Fountain Valley,Acute Stroke,8.2,8.2,As Expected
2023,UC Irvine Health – Fountain Valley,GI Hemorrhage,4.7,4.7,As Expected
2023,UC Irvine Health – Fountain Valley,Hip Fracture,1,1,As Expected
2023,UC Irvine Health – Fountain Valley,PCI,1.8,1.8,As Expected
2023,UC Irvine Health – Fountain Valley,Pancreatic Resection,7.1,7.1,As Expected
2023,UC Irvine Health – Fountain Valley,Pneumonia,6.2,6.2,As Expected
2023,UC Irvine Health – Fountain Valley,Heart Failure,4.2,4.2,Worse
2023,UC Irvine Health – Lakewood,AMI,6.5,6.5,As Expected
2023,UC Irvine Health – Lakewood,Acute Stroke,8.2,8.2,As Expected
2023,UC Irvine Health – Lakewood,Carotid Endarterectomy,0,0,As Expected
2023,UC Irvine Health – Lakewood,GI Hemorrhage,1.6,1.6,As Expected
2023,UC Irvine Health – Lakewood,Heart Failure,2.6,2.6,As Expected
2023,UC Irvine Health – Lakewood,Hip Fracture,1.8,1.8,As Expected
2023,UC Irvine Health – Lakewood,PCI,3.3,3.3,As Expected
2023,UC Irvine Health – Lakewood,Pneumonia,6.1,6.1,As Expected
2023,UC Irvine Health – Los Alamitos,Acute Stroke,9.2,9.2,As Expected
2023,UC Irvine Health – Los Alamitos,Carotid Endarterectomy,0,0,As Expected
2023,UC Irvine Health – Los Alamitos,GI Hemorrhage,3.8,3.8,As Expected
2023,UC Irvine Health – Los Alamitos,Heart Failure,2,2,As Expected
2023,UC Irvine Health – Los Alamitos,Hip Fracture,2.6,2.6,As Expected
2023,UC Irvine Health – Los Alamitos,PCI,6,6,As Expected
2023,UC Irvine Health – Los Alamitos,Pneumonia,6.1,6.1,As Expected
2023,UC Irvine Health – Los Alamitos,AMI,10.2,10.2,Worse
2023,UC Irvine Health – Placentia Linda,AMI,5.3,5.3,As Expected
2023,UC Irvine Health – Placentia Linda,Acute Stroke,8.1,8.1,As Expected
2023,UC Irvine Health – Placentia Linda,GI Hemorrhage,4.6,4.6,As Expected
2023,UC Irvine Health – Placentia Linda,Heart Failure,2.4,2.4,As Expected
2023,UC Irvine Health – Placentia Linda,Hip Fracture,1.9,1.9,As Expected
2023,UC Irvine Health – Placentia Linda,PCI,5.2,5.2,As Expected
2023,UC Irvine Health – Placentia Linda,Pneumonia,6.8,6.8,As Expected
2023,UC Irvine Medical Center,AMI,5,5,As Expected
2023,UC Irvine Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,UC Irvine Medical Center,Heart Failure,2.2,2.2,As Expected
2023,UC Irvine Medical Center,Hip Fracture,2.8,2.8,As Expected
2023,UC Irvine Medical Center,PCI,3.8,3.8,As Expected
2023,UC Irvine Medical Center,Pancreatic Resection,4,4,As Expected
2023,UC Irvine Medical Center,Pneumonia,4.6,4.6,As Expected
2023,UC Irvine Medical Center,Acute Stroke,3.2,3.2,Better
2023,UC Irvine Medical Center,GI Hemorrhage,0.6,0.6,Better
2023,UC San Diego Health – East Campus Medical Center,AMI,9.1,9.1,As Expected
2023,UC San Diego Health – East Campus Medical Center,Acute Stroke,4.9,4.9,As Expected
2023,UC San Diego Health – East Campus Medical Center,Heart Failure,0.9,0.9,As Expected
2023,UC San Diego Health – East Campus Medical Center,Hip Fracture,0,0,As Expected
2023,UC San Diego Health – East Campus Medical Center,PCI,6.5,6.5,As Expected
2023,UC San Diego Health – East Campus Medical Center,GI Hemorrhage,7,7,Worse
2023,UC San Diego Health – East Campus Medical Center,Pneumonia,9.8,9.8,Worse
2023,UC San Diego Health Hillcrest – Hillcrest Medical Center,AMI,4.2,4.2,As Expected
2023,UC San Diego Health Hillcrest – Hillcrest Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,UC San Diego Health Hillcrest – Hillcrest Medical Center,Hip Fracture,1.7,1.7,As Expected
2023,UC San Diego Health Hillcrest – Hillcrest Medical Center,PCI,3.5,3.5,As Expected
2023,UC San Diego Health Hillcrest – Hillcrest Medical Center,Pancreatic Resection,0,0,As Expected
2023,UC San Diego Health Hillcrest – Hillcrest Medical Center,Acute Stroke,4.2,4.2,Better
2023,UC San Diego Health Hillcrest – Hillcrest Medical Center,GI Hemorrhage,1.1,1.1,Better
2023,UC San Diego Health Hillcrest – Hillcrest Medical Center,Heart Failure,1.7,1.7,Better
2023,UC San Diego Health Hillcrest – Hillcrest Medical Center,Pneumonia,3.3,3.3,Better
2023,UC San Francisco Health – St. Mary's Hospital,AMI,4.4,4.4,As Expected
2023,UC San Francisco Health – St. Mary's Hospital,Acute Stroke,7.1,7.1,As Expected
2023,UC San Francisco Health – St. Mary's Hospital,Carotid Endarterectomy,0,0,As Expected
2023,UC San Francisco Health – St. Mary's Hospital,GI Hemorrhage,2.7,2.7,As Expected
2023,UC San Francisco Health – St. Mary's Hospital,Hip Fracture,2.4,2.4,As Expected
2023,UC San Francisco Health – St. Mary's Hospital,PCI,2.8,2.8,As Expected
2023,UC San Francisco Health – St. Mary's Hospital,Pneumonia,3.4,3.4,As Expected
2023,UC San Francisco Health – St. Mary's Hospital,Heart Failure,1.2,1.2,Better
2023,UC San Francisco Medical Center,AMI,4.4,4.4,As Expected
2023,UC San Francisco Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,UC San Francisco Medical Center,GI Hemorrhage,1.8,1.8,As Expected
2023,UC San Francisco Medical Center,Hip Fracture,0.8,0.8,As Expected
2023,UC San Francisco Medical Center,PCI,3.2,3.2,As Expected
2023,UC San Francisco Medical Center,Pancreatic Resection,1.3,1.3,As Expected
2023,UC San Francisco Medical Center,Acute Stroke,5.6,5.6,Better
2023,UC San Francisco Medical Center,Heart Failure,1.6,1.6,Better
2023,UC San Francisco Medical Center,Pneumonia,4.5,4.5,Better
2023,UCLA West Valley Medical Center,AMI,6,6,As Expected
2023,UCLA West Valley Medical Center,GI Hemorrhage,3.2,3.2,As Expected
2023,UCLA West Valley Medical Center,Heart Failure,2.9,2.9,As Expected
2023,UCLA West Valley Medical Center,Hip Fracture,1.9,1.9,As Expected
2023,UCLA West Valley Medical Center,PCI,4.8,4.8,As Expected
2023,UCLA West Valley Medical Center,Acute Stroke,3.9,3.9,Better
2023,UCLA West Valley Medical Center,Pneumonia,3.8,3.8,Better
2023,USC Arcadia Hospital,AMI,7.3,7.3,As Expected
2023,USC Arcadia Hospital,Acute Stroke,9.5,9.5,As Expected
2023,USC Arcadia Hospital,Carotid Endarterectomy,7.2,7.2,As Expected
2023,USC Arcadia Hospital,GI Hemorrhage,3.3,3.3,As Expected
2023,USC Arcadia Hospital,Heart Failure,2.6,2.6,As Expected
2023,USC Arcadia Hospital,Hip Fracture,2.6,2.6,As Expected
2023,USC Arcadia Hospital,PCI,7.2,7.2,As Expected
2023,USC Arcadia Hospital,Pancreatic Resection,0,0,As Expected
2023,USC Arcadia Hospital,Pneumonia,8.7,8.7,Worse
2023,USC Verdugo Hills Hospital,AMI,0,0,As Expected
2023,USC Verdugo Hills Hospital,Acute Stroke,4.5,4.5,As Expected
2023,USC Verdugo Hills Hospital,GI Hemorrhage,0.9,0.9,As Expected
2023,USC Verdugo Hills Hospital,Heart Failure,2.8,2.8,As Expected
2023,USC Verdugo Hills Hospital,Hip Fracture,0,0,As Expected
2023,USC Verdugo Hills Hospital,Pneumonia,2.4,2.4,Better
2023,Valley Presbyterian Hospital,Acute Stroke,6.2,6.2,As Expected
2023,Valley Presbyterian Hospital,GI Hemorrhage,1.6,1.6,As Expected
2023,Valley Presbyterian Hospital,Heart Failure,3.4,3.4,As Expected
2023,Valley Presbyterian Hospital,Hip Fracture,2.4,2.4,As Expected
2023,Valley Presbyterian Hospital,PCI,7.7,7.7,As Expected
2023,Valley Presbyterian Hospital,Pancreatic Resection,0,0,As Expected
2023,Valley Presbyterian Hospital,AMI,10.2,10.2,Worse
2023,Valley Presbyterian Hospital,Pneumonia,8.5,8.5,Worse
2023,Ventura County Medical Center,AMI,0,0,As Expected
2023,Ventura County Medical Center,Acute Stroke,10.4,10.4,As Expected
2023,Ventura County Medical Center,GI Hemorrhage,1.7,1.7,As Expected
2023,Ventura County Medical Center,Heart Failure,3.2,3.2,As Expected
2023,Ventura County Medical Center,Hip Fracture,0,0,As Expected
2023,Ventura County Medical Center,Pancreatic Resection,0,0,As Expected
2023,Ventura County Medical Center,Pneumonia,8.5,8.5,As Expected
2023,Victor Valley Global Medical Center,AMI,0,0,As Expected
2023,Victor Valley Global Medical Center,Acute Stroke,7.3,7.3,As Expected
2023,Victor Valley Global Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Victor Valley Global Medical Center,GI Hemorrhage,3,3,As Expected
2023,Victor Valley Global Medical Center,Heart Failure,1.9,1.9,As Expected
2023,Victor Valley Global Medical Center,Hip Fracture,0,0,As Expected
2023,Victor Valley Global Medical Center,Pneumonia,5.9,5.9,As Expected
2023,Washington Hospital – Fremont,AMI,6,6,As Expected
2023,Washington Hospital – Fremont,Acute Stroke,9.7,9.7,As Expected
2023,Washington Hospital – Fremont,Carotid Endarterectomy,0,0,As Expected
2023,Washington Hospital – Fremont,GI Hemorrhage,2.3,2.3,As Expected
2023,Washington Hospital – Fremont,Heart Failure,2.3,2.3,As Expected
2023,Washington Hospital – Fremont,Hip Fracture,1.8,1.8,As Expected
2023,Washington Hospital – Fremont,PCI,6.4,6.4,As Expected
2023,Washington Hospital – Fremont,Pneumonia,9,9,Worse
2023,Watsonville Community Hospital,Acute Stroke,3.6,3.6,As Expected
2023,Watsonville Community Hospital,GI Hemorrhage,0,0,As Expected
2023,Watsonville Community Hospital,Heart Failure,1.2,1.2,As Expected
2023,Watsonville Community Hospital,Hip Fracture,2.1,2.1,As Expected
2023,Watsonville Community Hospital,Pneumonia,5.5,5.5,As Expected
2023,West Anaheim Medical Center,AMI,6.2,6.2,As Expected
2023,West Anaheim Medical Center,Acute Stroke,10.5,10.5,As Expected
2023,West Anaheim Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,West Anaheim Medical Center,GI Hemorrhage,3.4,3.4,As Expected
2023,West Anaheim Medical Center,Heart Failure,2.7,2.7,As Expected
2023,West Anaheim Medical Center,Hip Fracture,1.6,1.6,As Expected
2023,West Anaheim Medical Center,PCI,4.5,4.5,As Expected
2023,West Anaheim Medical Center,Pneumonia,5.6,5.6,As Expected
2023,Whittier Hospital Medical Center,AMI,9.7,9.7,As Expected
2023,Whittier Hospital Medical Center,Acute Stroke,2.9,2.9,As Expected
2023,Whittier Hospital Medical Center,GI Hemorrhage,3.5,3.5,As Expected
2023,Whittier Hospital Medical Center,Heart Failure,5.1,5.1,As Expected
2023,Whittier Hospital Medical Center,Hip Fracture,0,0,As Expected
2023,Whittier Hospital Medical Center,Pneumonia,7.9,7.9,As Expected
2023,Woodland Memorial Hospital,Acute Stroke,6.9,6.9,As Expected
2023,Woodland Memorial Hospital,GI Hemorrhage,1.4,1.4,As Expected
2023,Woodland Memorial Hospital,Heart Failure,2.9,2.9,As Expected
2023,Woodland Memorial Hospital,Hip Fracture,2.8,2.8,As Expected
2023,Woodland Memorial Hospital,Pneumonia,4.7,4.7,As Expected
2023,Woodland Memorial Hospital,AMI,18.2,18.2,Worse
